name: 159db444-98ee-43ef-9b7f-4bad677ea8c2 num_items: 20002
token, class_id, token_value, token_tf, token_df
1914_год, @default_class, 0.00012446375330910087, 293.0, 234.0
фронт, @default_class, 0.00038358624442480505, 903.0, 375.0
уезд, @default_class, 0.0007187463343143463, 1692.0, 532.0
качество, @default_class, 0.0010458353208377957, 2462.0, 1688.0
ещё, @default_class, 0.0013325692852959037, 3137.0, 1997.0
советский_союз, @default_class, 0.00011426876881159842, 269.0, 222.0
результат, @default_class, 0.0010963855311274529, 2581.0, 1637.0
мост, @default_class, 0.0003181684296578169, 749.0, 245.0
iii, @default_class, 0.00021366986038628966, 503.0, 329.0
командир, @default_class, 0.0002591224911157042, 610.0, 336.0
э, @default_class, 0.0001363579067401588, 321.0, 218.0
магазин, @default_class, 0.00017841221415437758, 420.0, 258.0
новое, @default_class, 0.0007794914417900145, 1835.0, 1221.0
оба, @default_class, 0.0004179943061899394, 984.0, 750.0
собор, @default_class, 0.0002387325221206993, 562.0, 210.0
исключение, @default_class, 0.00015717266069259495, 370.0, 325.0
высокий, @default_class, 0.0007472073193639517, 1759.0, 1221.0
крупный, @default_class, 0.0008691223338246346, 2046.0, 1404.0
документ, @default_class, 0.00030117679852992296, 709.0, 418.0
обладать, @default_class, 0.0001954038452822715, 460.0, 366.0
назначить, @default_class, 0.000392082059988752, 923.0, 645.0
автор, @default_class, 0.0006121238111518323, 1441.0, 943.0
сельский_поселение, @default_class, 0.0002251392143080011, 530.0, 344.0
1994_год, @default_class, 0.00021536902931984514, 507.0, 433.0
канадский, @default_class, 0.00022174089099280536, 522.0, 246.0
открытый, @default_class, 0.0005615736590698361, 1322.0, 968.0
миллион, @default_class, 0.00021536902931984514, 507.0, 341.0
например, @default_class, 0.0007297908887267113, 1718.0, 1012.0
земля, @default_class, 0.0008071028278209269, 1900.0, 1059.0
использовать, @default_class, 0.0009073535329662263, 2136.0, 1276.0
опыт, @default_class, 0.00015929661458358169, 375.0, 281.0
жена, @default_class, 0.0005229176604188979, 1231.0, 729.0
2010_год, @default_class, 0.0005135723040439188, 1209.0, 856.0
давать, @default_class, 0.0002544497838243842, 599.0, 489.0
быстрый, @default_class, 0.0001372074766550213, 323.0, 254.0
искусство, @default_class, 0.00036999292206019163, 871.0, 477.0
вместе, @default_class, 0.0012025831965729594, 2831.0, 1871.0
свой_история, @default_class, 0.0005331126740202308, 1255.0, 1236.0
плата, @default_class, 0.00040397621341980994, 951.0, 609.0
корабль, @default_class, 0.0005632727988995612, 1326.0, 385.0
музей, @default_class, 0.0004137463984079659, 974.0, 422.0
сотрудничество, @default_class, 0.00011554314551176503, 272.0, 225.0
соответствие, @default_class, 0.0001792617840692401, 422.0, 332.0
лицо, @default_class, 0.00040100267506204545, 944.0, 589.0
настоящее_время, @default_class, 0.00048596085980534554, 1144.0, 964.0
производиться, @default_class, 0.00014995121455285698, 353.0, 283.0
приводить, @default_class, 0.00016651806072331965, 392.0, 322.0
американский, @default_class, 0.000675842456985265, 1591.0, 1019.0
провести, @default_class, 0.000880591687746346, 2073.0, 1236.0
впервые, @default_class, 0.0005169705837033689, 1217.0, 939.0
финансовый, @default_class, 0.00011639272270258516, 274.0, 205.0
снова, @default_class, 0.00025275061489082873, 595.0, 490.0
остаться, @default_class, 0.0005586001207120717, 1315.0, 972.0
обеспечение, @default_class, 0.00015547349175903946, 366.0, 256.0
1919_год, @default_class, 0.00015419912233483046, 363.0, 249.0
западный, @default_class, 0.0004345611669123173, 1023.0, 733.0
носить, @default_class, 0.0001457033067708835, 343.0, 288.0
представлять, @default_class, 0.0008270679973065853, 1947.0, 1601.0
определение, @default_class, 0.0001457033067708835, 343.0, 245.0
дорога, @default_class, 0.0005114483064971864, 1204.0, 767.0
закончить, @default_class, 0.00018308490689378232, 431.0, 359.0
2011_год, @default_class, 0.0002544497838243842, 599.0, 453.0
1998_год, @default_class, 0.00024892750661820173, 586.0, 485.0
отдельный, @default_class, 0.00049827981274575, 1173.0, 873.0
предыдущий, @default_class, 0.00013210999895818532, 311.0, 261.0
приобрести, @default_class, 0.00016227015294134617, 382.0, 327.0
выполнить, @default_class, 0.00026506956783123314, 624.0, 470.0
помочь, @default_class, 0.00018648323020897806, 439.0, 357.0
киев, @default_class, 0.00018393449136056006, 433.0, 234.0
традиция, @default_class, 0.0002540250134188682, 598.0, 375.0
конец, @default_class, 0.0009553548879921436, 2249.0, 1513.0
инженер, @default_class, 0.00011256960715400055, 265.0, 209.0
принимать, @default_class, 0.0002387325221206993, 562.0, 464.0
знать, @default_class, 0.00024170606047846377, 569.0, 429.0
развитие, @default_class, 0.0005925833829678595, 1395.0, 803.0
сша, @default_class, 0.0009859398705884814, 2321.0, 1335.0
25, @default_class, 0.00024170606047846377, 569.0, 503.0
появиться, @default_class, 0.0005450068274512887, 1283.0, 936.0
10, @default_class, 0.000968523439951241, 2280.0, 1682.0
упоминаться, @default_class, 0.00015972139954101294, 376.0, 302.0
золотой, @default_class, 0.00022811275266576558, 537.0, 364.0
гражданский, @default_class, 0.00017119076801463962, 403.0, 300.0
частью, @default_class, 0.00016354452236555517, 385.0, 336.0
европа, @default_class, 0.00037976313615217805, 894.0, 693.0
сторонник, @default_class, 0.00013423395284917206, 316.0, 217.0
использоваться, @default_class, 0.0007501808577217162, 1766.0, 1096.0
род, @default_class, 0.0008763437508605421, 2063.0, 1558.0
роль, @default_class, 0.0006308145821094513, 1485.0, 815.0
марка, @default_class, 0.00032538987579755485, 766.0, 231.0
9, @default_class, 0.00044050824362784624, 1037.0, 872.0
служба, @default_class, 0.0004515527980402112, 1063.0, 732.0
рассказывать, @default_class, 0.00014357935287989676, 338.0, 260.0
англия, @default_class, 0.00024892750661820173, 586.0, 365.0
внутренний, @default_class, 0.0002561489527579397, 603.0, 431.0
возраст, @default_class, 0.00038486061384901404, 906.0, 713.0
кроме, @default_class, 0.0007497560582123697, 1765.0, 1279.0
1982_год, @default_class, 0.00011979105329373851, 282.0, 251.0
располагаться, @default_class, 0.0003704177215695381, 872.0, 654.0
поскольку, @default_class, 0.00043498596642166376, 1024.0, 695.0
наиболее, @default_class, 0.000299052830087021, 704.0, 589.0
номер, @default_class, 0.00026209602947346866, 617.0, 403.0
3, @default_class, 0.0010347907664254308, 2436.0, 1710.0
картина, @default_class, 0.0003368592297192663, 793.0, 348.0
глубокий, @default_class, 0.00012106542999390513, 285.0, 240.0
наука, @default_class, 0.00033770882873795927, 795.0, 485.0
хозяйство, @default_class, 0.00016142056847456843, 380.0, 235.0
управление, @default_class, 0.0005947073805145919, 1400.0, 855.0
успеть, @default_class, 9.727713040774688e-05, 229.0, 211.0
выходить, @default_class, 0.00025699855177663267, 605.0, 456.0
фирма, @default_class, 0.00019880216859746724, 468.0, 284.0
возвращаться, @default_class, 0.00013338436838239431, 314.0, 257.0
процесс, @default_class, 0.0004528271674644202, 1066.0, 668.0
ночь, @default_class, 0.00017161555297207087, 404.0, 298.0
2014_год, @default_class, 0.0002387325221206993, 562.0, 439.0
семь, @default_class, 0.0003763647982850671, 886.0, 707.0
восемь, @default_class, 0.00021749298321083188, 512.0, 429.0
деревня, @default_class, 0.00087549421004951, 2061.0, 904.0
запись, @default_class, 0.00026591913774609566, 626.0, 387.0
описать, @default_class, 0.00015589829126838595, 367.0, 293.0
официально, @default_class, 0.00017161555297207087, 404.0, 347.0
степень, @default_class, 0.00022301526041701436, 525.0, 391.0
существовать, @default_class, 0.0006078758742660284, 1431.0, 1058.0
олимпийский_игра, @default_class, 0.0008512811036780477, 2004.0, 1699.0
сильно, @default_class, 0.00020092612248845398, 473.0, 397.0
важный, @default_class, 0.000291406613541767, 686.0, 559.0
выйти, @default_class, 0.0008240944589488208, 1940.0, 1220.0
вариант, @default_class, 0.0002697422751225531, 635.0, 453.0
1992_год, @default_class, 0.00026421999791637063, 622.0, 521.0
зона, @default_class, 0.00022174089099280536, 522.0, 369.0
применяться, @default_class, 0.00017246513743884861, 406.0, 286.0
брать, @default_class, 0.00010194983042310923, 240.0, 222.0
речь, @default_class, 0.00011554314551176503, 272.0, 204.0
гражданский_война, @default_class, 0.0001265877072000876, 298.0, 238.0
малое, @default_class, 0.00016651806072331965, 392.0, 304.0
специально, @default_class, 0.00010364899935666472, 244.0, 210.0
отличаться, @default_class, 0.00022004172205924988, 518.0, 439.0
1968_год, @default_class, 0.00014527850726153702, 342.0, 294.0
пройти, @default_class, 0.000487660028738901, 1148.0, 799.0
завод, @default_class, 0.0005411836900748312, 1274.0, 518.0
матерь, @default_class, 0.00024722833768464625, 582.0, 377.0
легко, @default_class, 0.00010067546099890023, 237.0, 206.0
отсутствовать, @default_class, 0.00013508352276403457, 318.0, 269.0
правление, @default_class, 0.00014315455337055027, 337.0, 250.0
1929_год, @default_class, 0.00016524369129911065, 389.0, 329.0
рабочий, @default_class, 0.0004086489207111299, 962.0, 526.0
технология, @default_class, 0.00018096095300279558, 426.0, 242.0
учёный, @default_class, 0.000293955352390185, 692.0, 428.0
мужчина, @default_class, 0.0002735653833951801, 644.0, 506.0
научный, @default_class, 0.0003139205218758434, 739.0, 418.0
писатель, @default_class, 0.00026761830667965114, 630.0, 398.0
пока, @default_class, 0.0002145194448530674, 505.0, 433.0
содержимый, @default_class, 0.0003194427990820259, 752.0, 541.0
попадать, @default_class, 0.00011469356104498729, 270.0, 223.0
отряд, @default_class, 0.0004192686756141484, 987.0, 455.0
выпуск, @default_class, 0.0002871587057597935, 676.0, 390.0
карта, @default_class, 0.00022004172205924988, 518.0, 273.0
национальный, @default_class, 0.000684338272549212, 1611.0, 1004.0
значение, @default_class, 0.0003513021219987422, 827.0, 566.0
становиться, @default_class, 0.0004192686756141484, 987.0, 718.0
внутри, @default_class, 0.0001669428456807509, 393.0, 326.0
2009, @default_class, 0.00015972139954101294, 376.0, 326.0
российский, @default_class, 0.0007242686115205288, 1705.0, 1036.0
пригласить, @default_class, 0.00016057098400779068, 378.0, 319.0
море, @default_class, 0.00020814756862819195, 490.0, 360.0
самолёт, @default_class, 0.0004447561514098197, 1047.0, 284.0
1962_год, @default_class, 0.00011809189163614064, 278.0, 246.0
1937_год, @default_class, 0.0001631197374081239, 384.0, 302.0
бежать, @default_class, 0.0001270125067094341, 299.0, 245.0
борис, @default_class, 0.0001346587378066033, 317.0, 216.0
франция, @default_class, 0.0004320124280638993, 1017.0, 603.0
27, @default_class, 0.0001240389683516696, 292.0, 273.0
участник, @default_class, 0.0005156962433829904, 1214.0, 833.0
несмотря, @default_class, 0.000395480397855863, 931.0, 703.0
1-й, @default_class, 0.00010959606879623607, 258.0, 211.0
1995_год, @default_class, 0.00022726316819898784, 535.0, 444.0
стиль, @default_class, 0.0003007519990205765, 708.0, 464.0
мм, @default_class, 0.0002616712299641222, 616.0, 373.0
2013_год, @default_class, 0.0002264135837322101, 533.0, 408.0
война, @default_class, 0.001334693282842636, 3142.0, 1583.0
самый, @default_class, 0.0012811695924028754, 3016.0, 1936.0
4, @default_class, 0.0010335164843127131, 2433.0, 1715.0
форма, @default_class, 0.0006660722428932786, 1568.0, 954.0
комплекс, @default_class, 0.00022938712208997458, 540.0, 341.0
город_официальный, @default_class, 0.0001363579067401588, 321.0, 321.0
попасть, @default_class, 0.00026421999791637063, 622.0, 500.0
харьковский, @default_class, 0.00012913646060042083, 304.0, 220.0
песня, @default_class, 0.0005326878745108843, 1254.0, 438.0
отправить, @default_class, 0.00019752779917325824, 465.0, 352.0
1956_год, @default_class, 0.00012913646060042083, 304.0, 270.0
мера, @default_class, 0.00016269493789877743, 383.0, 298.0
нижний, @default_class, 0.0002238648448837921, 527.0, 370.0
изменение, @default_class, 0.00029862805968150496, 703.0, 456.0
иной, @default_class, 0.0001847840758273378, 435.0, 324.0
департамент, @default_class, 0.00011256960715400055, 265.0, 211.0
посёлок, @default_class, 0.0005458564264699817, 1285.0, 621.0
1925_год, @default_class, 0.00011681751493597403, 275.0, 231.0
единый, @default_class, 0.00014188018394634128, 334.0, 264.0
перевести, @default_class, 0.00024722833768464625, 582.0, 473.0
заявить, @default_class, 0.0002748397528193891, 647.0, 374.0
элемент, @default_class, 0.00034450547536835074, 811.0, 506.0
вопрос, @default_class, 0.0004507032281253487, 1061.0, 671.0
24, @default_class, 0.0001750138762872666, 412.0, 378.0
население, @default_class, 0.0007204454741440713, 1696.0, 947.0
база, @default_class, 0.00040057787555269897, 943.0, 558.0
младший, @default_class, 0.00011469356104498729, 270.0, 236.0
обучение, @default_class, 0.00019880216859746724, 468.0, 337.0
связать, @default_class, 0.0003355848602950573, 790.0, 675.0
мнение, @default_class, 0.00034280630643479526, 807.0, 513.0
приход, @default_class, 0.00012998603051528335, 306.0, 230.0
открыть, @default_class, 0.00015717266069259495, 370.0, 319.0
основной, @default_class, 0.00034450547536835074, 811.0, 652.0
14, @default_class, 0.0003139205218758434, 739.0, 641.0
совершить, @default_class, 0.00020305009093135595, 478.0, 356.0
британский, @default_class, 0.0004128968284931034, 972.0, 567.0
способный, @default_class, 0.00015334953786805272, 361.0, 273.0
растение, @default_class, 0.00028800827567465603, 678.0, 341.0
учреждение, @default_class, 0.0001278620766242966, 301.0, 231.0
левый, @default_class, 0.00019497906032484025, 459.0, 322.0
архитектор, @default_class, 0.00020729799871332943, 488.0, 254.0
1_январь, @default_class, 0.000197103014215827, 464.0, 377.0
прийтись, @default_class, 0.00019922696810681373, 469.0, 355.0
исторический, @default_class, 0.000299052830087021, 704.0, 522.0
предназначить, @default_class, 0.0001278620766242966, 301.0, 249.0
фильм, @default_class, 0.0012459119316190481, 2933.0, 893.0
приём, @default_class, 0.0001363579067401588, 321.0, 226.0
март, @default_class, 0.0005203689215704799, 1225.0, 892.0
представитель, @default_class, 0.0005632727988995612, 1326.0, 868.0
убить, @default_class, 0.0001563230762258172, 368.0, 239.0
официальный, @default_class, 0.0003249651053920388, 765.0, 575.0
1933_год, @default_class, 0.0001278620766242966, 301.0, 239.0
размер, @default_class, 0.00032369070686399937, 762.0, 545.0
сделать, @default_class, 0.0006902853492647409, 1625.0, 1153.0
снять, @default_class, 0.00010704732267186046, 252.0, 214.0
сель, @default_class, 0.00030372553737834096, 715.0, 467.0
источник, @default_class, 0.0003576739982236177, 842.0, 571.0
жизнь, @default_class, 0.0009740457171574235, 2293.0, 1410.0
войти_состав, @default_class, 0.0002089971530949697, 492.0, 395.0
1940_год, @default_class, 0.00015292475291062146, 360.0, 279.0
улица, @default_class, 0.0007021795026957989, 1653.0, 807.0
исполнять, @default_class, 0.00010577295324765146, 249.0, 218.0
подразделение, @default_class, 0.00019752779917325824, 465.0, 318.0
ныне, @default_class, 0.0003670194128062576, 864.0, 689.0
захватить, @default_class, 0.00026464476832188666, 623.0, 375.0
рассматривать, @default_class, 0.00010832169937202707, 255.0, 204.0
1926_год, @default_class, 0.00014230496890377253, 335.0, 275.0
великий, @default_class, 0.00019922696810681373, 469.0, 358.0
1985_год, @default_class, 0.00015334953786805272, 361.0, 319.0
выход, @default_class, 0.0002994776295963675, 705.0, 539.0
км², @default_class, 0.00011766709940275177, 277.0, 225.0
установка, @default_class, 0.00016396932187490165, 386.0, 230.0
необходимый, @default_class, 0.0003500277525745332, 824.0, 574.0
закон, @default_class, 0.00034323110594414175, 808.0, 386.0
достигать, @default_class, 0.0001389066455885768, 327.0, 290.0
представить, @default_class, 0.000492332736030221, 1159.0, 825.0
2005_год, @default_class, 0.0003653202438727021, 860.0, 676.0
дерево, @default_class, 0.00019752779917325824, 465.0, 319.0
внешний, @default_class, 0.00016014619905035943, 377.0, 273.0
погибнуть, @default_class, 0.0002722910139709711, 641.0, 470.0
титул, @default_class, 0.00022981192159932107, 541.0, 286.0
муж, @default_class, 0.0001860584452515468, 438.0, 287.0
огромный, @default_class, 0.00014527850726153702, 342.0, 283.0
цвет, @default_class, 0.00016227015294134617, 382.0, 273.0
четыре, @default_class, 0.0009935860289260745, 2339.0, 1641.0
оставить, @default_class, 0.000296504091238603, 698.0, 546.0
организовать, @default_class, 0.00032326593645848334, 761.0, 598.0
кубок, @default_class, 0.00021282027591951191, 501.0, 295.0
власть, @default_class, 0.0006418591365218163, 1511.0, 797.0
лагерь, @default_class, 0.00019200552196707577, 452.0, 207.0
1944_год, @default_class, 0.00023108629102353007, 544.0, 382.0
свободный, @default_class, 0.00017416429182048887, 410.0, 329.0
прийти, @default_class, 0.00012191500718472525, 287.0, 247.0
узнать, @default_class, 0.00015674786118324846, 369.0, 299.0
честь, @default_class, 0.00026337039889767766, 620.0, 534.0
назначение, @default_class, 0.00015207516844384372, 358.0, 278.0
2018_год, @default_class, 0.00014103059947956353, 332.0, 232.0
состоять, @default_class, 0.0009196724276989698, 2165.0, 1642.0
святой, @default_class, 0.0003517269215080887, 828.0, 401.0
центральный, @default_class, 0.00045665030484087765, 1075.0, 802.0
принести, @default_class, 0.00013168519944883883, 310.0, 258.0
понимать, @default_class, 0.00012743729166686535, 300.0, 216.0
готовый, @default_class, 0.00011766709940275177, 277.0, 218.0
мать, @default_class, 0.00021664339874405414, 510.0, 399.0
принять_решение, @default_class, 0.00018435927631799132, 434.0, 355.0
площадь, @default_class, 0.0005547769833356142, 1306.0, 777.0
поддержка, @default_class, 0.0004541015368886292, 1069.0, 665.0
герой, @default_class, 0.0003088230441790074, 727.0, 426.0
похожий, @default_class, 0.00010407378431409597, 245.0, 217.0
минута, @default_class, 0.00018945676856674254, 446.0, 293.0
революция, @default_class, 0.00015419912233483046, 363.0, 263.0
отечественный_война, @default_class, 0.00019455426081549376, 458.0, 379.0
население_перепись, @default_class, 0.00029990242910571396, 706.0, 706.0
морской, @default_class, 0.0003143453213851899, 740.0, 396.0
пространство, @default_class, 0.00014315455337055027, 337.0, 214.0
остров, @default_class, 0.0011558561818674207, 2721.0, 869.0
обеспечивать, @default_class, 0.00017713783017825335, 417.0, 310.0
победа, @default_class, 0.00048468649038113654, 1141.0, 652.0
сведение, @default_class, 0.00017458909132983536, 411.0, 313.0
местный, @default_class, 0.0005050764884799719, 1189.0, 898.0
образование, @default_class, 0.0005411836900748312, 1274.0, 873.0
ответ, @default_class, 0.0001253133377758786, 295.0, 235.0
сестра, @default_class, 0.00022004172205924988, 518.0, 330.0
частично, @default_class, 0.00014527850726153702, 342.0, 293.0
оружие, @default_class, 0.00022598879877477884, 532.0, 280.0
курс, @default_class, 0.00022301526041701436, 525.0, 383.0
физический, @default_class, 0.00011979105329373851, 282.0, 204.0
множество, @default_class, 0.00034450547536835074, 811.0, 637.0
свет, @default_class, 0.00018690802971832454, 440.0, 311.0
равный, @default_class, 0.00013253478391561657, 312.0, 238.0
создание, @default_class, 0.0006546028889715672, 1541.0, 1026.0
поздний, @default_class, 0.0010025067022070289, 2360.0, 1660.0
1972_год, @default_class, 0.00014272976841311902, 336.0, 280.0
родиться, @default_class, 0.0005556265823543072, 1308.0, 1168.0
вода, @default_class, 0.00039802913670428097, 937.0, 539.0
признать, @default_class, 0.0001754386757966131, 413.0, 329.0
действие, @default_class, 0.0005190945812501013, 1222.0, 803.0
произойти, @default_class, 0.00033091215300373733, 779.0, 620.0
активно, @default_class, 0.0001011002532322891, 238.0, 210.0
мощный, @default_class, 0.00011087044549640268, 261.0, 215.0
огонь, @default_class, 0.00014655289123766124, 345.0, 221.0
защита, @default_class, 0.0002722910139709711, 641.0, 463.0
план, @default_class, 0.00036277147592045367, 854.0, 567.0
проведение, @default_class, 0.0002412812755210325, 568.0, 397.0
1924_год, @default_class, 0.00015674786118324846, 369.0, 320.0
владелец, @default_class, 0.00016227015294134617, 382.0, 294.0
расти, @default_class, 0.00010662253043847159, 251.0, 218.0
пол, @default_class, 0.00017416429182048887, 410.0, 302.0
каждый, @default_class, 0.0008602017187513411, 2025.0, 1275.0
поиск, @default_class, 0.0002140946453437209, 504.0, 353.0
хороший, @default_class, 0.0007361627649515867, 1733.0, 1226.0
брат, @default_class, 0.0005764413508586586, 1357.0, 744.0
какой-либо, @default_class, 0.00010874649160541594, 256.0, 223.0
связанный, @default_class, 0.0001954038452822715, 460.0, 389.0
одноимённый, @default_class, 0.0001270125067094341, 299.0, 278.0
применение, @default_class, 0.00019795259868260473, 466.0, 336.0
хутор, @default_class, 0.00028758347616530955, 677.0, 256.0
страна, @default_class, 0.0012420888524502516, 2924.0, 1500.0
б, @default_class, 0.00015122558397706598, 356.0, 265.0
ряд, @default_class, 0.0010628269519656897, 2502.0, 1747.0
освободить, @default_class, 0.0001495264150435105, 352.0, 284.0
издать, @default_class, 0.00019922696810681373, 469.0, 375.0
очень, @default_class, 0.0004855360893998295, 1143.0, 808.0
2002_год, @default_class, 0.0003113717830274254, 733.0, 606.0
1915_год, @default_class, 0.00010577295324765146, 249.0, 216.0
массовый, @default_class, 0.00011851668386952952, 279.0, 227.0
поверхность, @default_class, 0.00018945676856674254, 446.0, 281.0
направить, @default_class, 0.0002948049223050475, 694.0, 532.0
1971_год, @default_class, 0.00010577295324765146, 249.0, 218.0
сила, @default_class, 0.0008062532870098948, 1898.0, 972.0
принадлежать, @default_class, 0.0003525764914229512, 830.0, 674.0
значительный, @default_class, 0.00021791776816826314, 513.0, 421.0
именно, @default_class, 0.0004281892906874418, 1008.0, 774.0
помощь, @default_class, 0.0007153479964472353, 1684.0, 1104.0
условие, @default_class, 0.00045622550533153117, 1074.0, 736.0
назвать, @default_class, 0.0005156962433829904, 1214.0, 916.0
построить, @default_class, 0.0008338646730408072, 1963.0, 1264.0
платформа, @default_class, 0.0001575974456500262, 371.0, 219.0
оставаться, @default_class, 0.00048213775153271854, 1135.0, 867.0
брак, @default_class, 0.0002264135837322101, 533.0, 280.0
стена, @default_class, 0.00014740246115252376, 347.0, 239.0
подготовка, @default_class, 0.0002523258444853127, 594.0, 421.0
социальный, @default_class, 0.00023958210658747703, 564.0, 323.0
счёт, @default_class, 0.0004107728600502014, 967.0, 692.0
движение, @default_class, 0.0005687951343134046, 1339.0, 733.0
удар, @default_class, 0.0001660932757658884, 391.0, 255.0
предложить, @default_class, 0.000288857874693349, 680.0, 505.0
получать, @default_class, 0.00031901802867650986, 751.0, 566.0
постепенно, @default_class, 0.00016099578351713717, 379.0, 320.0
день, @default_class, 0.0010335164843127131, 2433.0, 1329.0
характер, @default_class, 0.00020432446035556495, 481.0, 374.0
продолжаться, @default_class, 0.00014188018394634128, 334.0, 286.0
1, @default_class, 0.0009574788273312151, 2254.0, 1486.0
президент, @default_class, 0.0004532519669737667, 1067.0, 556.0
уйти, @default_class, 0.00016269493789877743, 383.0, 333.0
собственный, @default_class, 0.0005080500268377364, 1196.0, 877.0
оно, @default_class, 0.00029055701452307403, 684.0, 520.0
создать, @default_class, 0.0011346166720613837, 2671.0, 1721.0
существование, @default_class, 0.00017331472190562636, 408.0, 335.0
администрация, @default_class, 0.0001372074766550213, 323.0, 243.0
апрель, @default_class, 0.0005734678125008941, 1350.0, 961.0
наличие, @default_class, 0.00019752779917325824, 465.0, 358.0
многий, @default_class, 0.00046302215196192265, 1090.0, 886.0
историк, @default_class, 0.00020135092199780047, 474.0, 312.0
специальный, @default_class, 0.000394206028431654, 928.0, 641.0
просто, @default_class, 0.00018520886078476906, 436.0, 356.0
полый, @default_class, 0.00014400413783732802, 339.0, 257.0
1993_год, @default_class, 0.00019880216859746724, 468.0, 397.0
будущий, @default_class, 0.00013805706112179905, 325.0, 259.0
обычный, @default_class, 0.00020857236813753843, 491.0, 371.0
сыграть, @default_class, 0.0003721168905030936, 876.0, 475.0
уступить, @default_class, 0.00014315455337055027, 337.0, 215.0
ноябрь, @default_class, 0.0005365110118873417, 1263.0, 899.0
серия, @default_class, 0.0007497560582123697, 1765.0, 810.0
the, @default_class, 0.0003126461524516344, 736.0, 382.0
of, @default_class, 0.00017458909132983536, 411.0, 286.0
содержание, @default_class, 0.00016481889178976417, 388.0, 294.0
постоянный, @default_class, 0.00026506956783123314, 624.0, 488.0
отношение, @default_class, 0.0006184956291690469, 1456.0, 931.0
угроза, @default_class, 0.00010449857654748484, 246.0, 205.0
вплоть, @default_class, 0.00016949159908108413, 399.0, 349.0
зимний_олимпийский, @default_class, 0.00025827292120084167, 608.0, 485.0
28, @default_class, 0.00013168519944883883, 310.0, 276.0
1947_год, @default_class, 0.0001240389683516696, 292.0, 235.0
вероятно, @default_class, 0.00018393449136056006, 433.0, 337.0
просьба, @default_class, 0.00010577295324765146, 249.0, 215.0
служилый, @default_class, 0.00024977707653306425, 588.0, 471.0
впоследствии, @default_class, 0.0004485792596824467, 1056.0, 839.0
сборный, @default_class, 0.00018520886078476906, 436.0, 264.0
победить, @default_class, 0.00021749298321083188, 512.0, 279.0
сегодня, @default_class, 0.00010832169937202707, 255.0, 221.0
выпустить, @default_class, 0.0006112742121331394, 1439.0, 858.0
команда, @default_class, 0.0014226249186322093, 3349.0, 1206.0
сцена, @default_class, 0.0002871587057597935, 676.0, 396.0
влияние, @default_class, 0.00027823809068650007, 655.0, 485.0
польский, @default_class, 0.0002319358754903078, 546.0, 287.0
награда, @default_class, 0.0001966782147064805, 463.0, 335.0
2008_год, @default_class, 0.0005394845502451062, 1270.0, 990.0
1941_год, @default_class, 0.00026464476832188666, 623.0, 387.0
должность, @default_class, 0.00029183138394728303, 687.0, 482.0
персонаж, @default_class, 0.0002858843363355845, 673.0, 304.0
враг, @default_class, 0.0001762882457114756, 415.0, 266.0
военный, @default_class, 0.0008559537818655372, 2015.0, 998.0
включать, @default_class, 0.0004358355363365263, 1026.0, 809.0
1930_год, @default_class, 0.00016184535343199968, 381.0, 312.0
1943_год, @default_class, 0.00018775761418510228, 442.0, 339.0
декабрь, @default_class, 0.0005789900897070765, 1363.0, 981.0
означать, @default_class, 0.00015844703011680394, 373.0, 333.0
игра, @default_class, 0.0016600830713286996, 3908.0, 1368.0
александр, @default_class, 0.0005360862123779953, 1262.0, 758.0
штаб, @default_class, 0.0001660932757658884, 391.0, 228.0
личный, @default_class, 0.00023236066044773906, 547.0, 450.0
начаться, @default_class, 0.0005297143361531198, 1247.0, 888.0
третье, @default_class, 0.00015462390729226172, 364.0, 316.0
2009_год, @default_class, 0.000595556921325624, 1402.0, 1031.0
1945_год, @default_class, 0.00020092612248845398, 473.0, 357.0
взять, @default_class, 0.0003479038132354617, 819.0, 634.0
десять, @default_class, 0.00020432446035556495, 481.0, 417.0
5, @default_class, 0.0010352155659347773, 2437.0, 1756.0
сесть, @default_class, 0.0004842617199756205, 1140.0, 644.0
член, @default_class, 0.0007064273813739419, 1663.0, 1024.0
компания, @default_class, 0.0010815177811309695, 2546.0, 992.0
нужно, @default_class, 0.0001172423071693629, 276.0, 222.0
детский, @default_class, 0.00015249995340127498, 359.0, 268.0
говорить, @default_class, 0.00036192190600559115, 852.0, 546.0
общий, @default_class, 0.0005615736590698361, 1322.0, 929.0
должный, @default_class, 0.0009417615947313607, 2217.0, 1175.0
письмо, @default_class, 0.00024850270710885525, 585.0, 311.0
административный, @default_class, 0.00012913646060042083, 304.0, 247.0
17, @default_class, 0.0002438300143694505, 574.0, 507.0
бывший, @default_class, 0.0006329385214485228, 1490.0, 1087.0
указать, @default_class, 0.00010492336878087372, 247.0, 214.0
c, @default_class, 0.00014188018394634128, 334.0, 270.0
село, @default_class, 0.000495731073897332, 1167.0, 648.0
храм, @default_class, 0.0004970054142177105, 1170.0, 382.0
потеря, @default_class, 0.00016481889178976417, 388.0, 238.0
главное, @default_class, 0.00023703336773905903, 558.0, 468.0
пётр, @default_class, 0.0001537743373773992, 362.0, 248.0
1978_год, @default_class, 0.00012064063776051626, 284.0, 250.0
ввести, @default_class, 0.00020135092199780047, 474.0, 354.0
год_составлять, @default_class, 0.00036616981378756464, 862.0, 859.0
гора, @default_class, 0.0002956545213237405, 696.0, 421.0
запад, @default_class, 0.00021536902931984514, 507.0, 410.0
